127.0.0.1 - - [04/Jul/2023:12:29:47 +0000] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:20:04 +0000] "GET /medicare/json/data/all/products?_=1688476804160 HTTP/1.1" 200 2006
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:20:13 +0000] "GET /medicare/cart/add/2/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:20:13 +0000] "GET /medicare/cart/show?result=added HTTP/1.1" 200 8247
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:20:15 +0000] "GET /medicare/show/all/products HTTP/1.1" 200 7552
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:20:15 +0000] "GET /medicare/json/data/all/products?_=1688476815804 HTTP/1.1" 200 2006
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:20:29 +0000] "GET /medicare/cart/add/5/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:20:29 +0000] "GET /medicare/cart/show?result=added HTTP/1.1" 200 9409
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:20:31 +0000] "GET /medicare/show/all/products HTTP/1.1" 200 7552
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:20:31 +0000] "GET /medicare/json/data/all/products?_=1688476831351 HTTP/1.1" 200 2006
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:21:22 +0000] "GET /medicare/show/7/product HTTP/1.1" 200 7375
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:21:30 +0000] "GET /medicare/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:21:30 +0000] "GET /medicare/login?logout HTTP/1.1" 200 4099
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:21:50 +0000] "POST /medicare/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:21:50 +0000] "GET /medicare/ HTTP/1.1" 200 10813
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:21:50 +0000] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1206
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:21:50 +0000] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1219
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:21:53 +0000] "GET /medicare/manage/product HTTP/1.1" 200 11362
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:21:53 +0000] "GET /medicare/json/data/admin/all/products?_=1688476913253 HTTP/1.1" 200 2006
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:21:58 +0000] "GET /medicare/manage/8/product HTTP/1.1" 200 11605
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:21:58 +0000] "GET /medicare/json/data/admin/all/products?_=1688476918909 HTTP/1.1" 200 2006
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:04 +0000] "POST /medicare/manage/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:04 +0000] "GET /medicare/manage/product?success=product HTTP/1.1" 200 11552
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:04 +0000] "GET /medicare/json/data/admin/all/products?_=1688476924795 HTTP/1.1" 200 2007
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:10 +0000] "GET /medicare/manage/7/product HTTP/1.1" 200 11617
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:10 +0000] "GET /medicare/json/data/admin/all/products?_=1688476930089 HTTP/1.1" 200 2007
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:15 +0000] "POST /medicare/manage/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:15 +0000] "GET /medicare/manage/product?success=product HTTP/1.1" 200 11552
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:15 +0000] "GET /medicare/json/data/admin/all/products?_=1688476935764 HTTP/1.1" 200 2008
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/ HTTP/1.1" 200 10335
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 200 124547
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/css/myapp.css HTTP/1.1" 200 3875
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/js/productsController.js HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/js/angular.js HTTP/1.1" 200 1249863
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/js/jquery.js HTTP/1.1" 200 95788
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 200 47689
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 200 4559
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 200 448547
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/js/myapp.js HTTP/1.1" 200 10685
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/images/banner3.jpg HTTP/1.1" 200 44384
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/images/banner4.jpg HTTP/1.1" 200 20494
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/images/banner2.jpg HTTP/1.1" 200 32874
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/images/banner1.jpg HTTP/1.1" 200 44759
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 200 59977
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1032
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:39 +0000] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1032
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:40 +0000] "GET /medicare/resources/images/PRDMNO123PQRX.jpg HTTP/1.1" 200 145629
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:40 +0000] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 200 14444
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:40 +0000] "GET /medicare/resources/images/PRDDEF123GHIX.jpg HTTP/1.1" 200 230763
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:40 +0000] "GET /medicare/resources/images/PRDDEF123DEFX.jpg HTTP/1.1" 200 17459
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:40 +0000] "GET /medicare/resources/images/PRDPQR123WGTX.jpg HTTP/1.1" 200 33392
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:40 +0000] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:43 +0000] "GET /medicare/login HTTP/1.1" 200 3923
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:46 +0000] "POST /medicare/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:46 +0000] "GET /medicare/ HTTP/1.1" 200 10813
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:46 +0000] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1032
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:46 +0000] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1032
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:48 +0000] "GET /medicare/manage/product HTTP/1.1" 200 11362
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:48 +0000] "GET /medicare/json/data/admin/all/products?_=1688476968769 HTTP/1.1" 200 2008
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:48 +0000] "GET /medicare/resources/images/PRDABCXYZDEFX.jpg HTTP/1.1" 200 28457
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:48 +0000] "GET /medicare/resources/images/PRD73B46CAF68.jpg HTTP/1.1" 200 9083
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:48 +0000] "GET /medicare/resources/images/PRDAC5E7711A7.jpg HTTP/1.1" 200 6934
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:54 +0000] "GET /medicare/manage/1/product HTTP/1.1" 200 11440
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:22:55 +0000] "GET /medicare/json/data/admin/all/products?_=1688476974984 HTTP/1.1" 200 2008
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:05 +0000] "POST /medicare/manage/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:05 +0000] "GET /medicare/manage/product?success=product HTTP/1.1" 200 11552
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:05 +0000] "GET /medicare/json/data/admin/all/products?_=1688476985383 HTTP/1.1" 200 2008
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:12 +0000] "GET /medicare/manage/product/1/activation HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:21 +0000] "GET /medicare/manage/product/1/activation HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:29 +0000] "GET /medicare/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:29 +0000] "GET /medicare/login?logout HTTP/1.1" 200 4099
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:32 +0000] "POST /medicare/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:32 +0000] "GET /medicare/ HTTP/1.1" 200 11072
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:32 +0000] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1032
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:32 +0000] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1032
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:34 +0000] "GET /medicare/show/all/products HTTP/1.1" 200 7552
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:34 +0000] "GET /medicare/json/data/all/products?_=1688477014684 HTTP/1.1" 200 2008
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:44 +0000] "GET /medicare/cart/add/2/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:44 +0000] "GET /medicare/cart/show?result=updated HTTP/1.1" 200 9396
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:46 +0000] "GET /medicare/show/all/products HTTP/1.1" 200 7552
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:46 +0000] "GET /medicare/json/data/all/products?_=1688477026372 HTTP/1.1" 200 2008
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:59 +0000] "GET /medicare/cart/add/5/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:23:59 +0000] "GET /medicare/cart/show?result=updated HTTP/1.1" 200 9400
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:24:01 +0000] "GET /medicare/show/all/products HTTP/1.1" 200 7553
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:24:01 +0000] "GET /medicare/json/data/all/products?_=1688477041877 HTTP/1.1" 200 2008
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:24:12 +0000] "GET /medicare/cart/add/8/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:24:12 +0000] "GET /medicare/cart/show?result=added HTTP/1.1" 200 10724
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:24:15 +0000] "GET /medicare/cart/validate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:24:15 +0000] "GET /medicare/cart/checkout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:24:15 +0000] "GET /medicare/cart/checkout?execution=e1s1 HTTP/1.1" 200 6714
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:24:30 +0000] "POST /medicare/cart/checkout?execution=e1s1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:24:30 +0000] "GET /medicare/cart/checkout?execution=e1s2 HTTP/1.1" 200 6619
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:24:40 +0000] "GET /medicare/cart/checkout?execution=e1s2&_eventId_pay HTTP/1.1" 200 6139
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:24:42 +0000] "GET /medicare/show/all/products HTTP/1.1" 200 7551
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:24:42 +0000] "GET /medicare/json/data/all/products?_=1688477082467 HTTP/1.1" 200 2008
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:24:46 +0000] "GET /medicare/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:24:46 +0000] "GET /medicare/login?logout HTTP/1.1" 200 4099
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:24:48 +0000] "GET /medicare/membership HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:24:49 +0000] "GET /medicare/membership?execution=e1s1 HTTP/1.1" 200 6065
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:25:03 +0000] "POST /medicare/membership?execution=e1s1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:25:03 +0000] "GET /medicare/membership?execution=e1s2 HTTP/1.1" 200 5938
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:25:18 +0000] "POST /medicare/membership?execution=e1s2 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:25:18 +0000] "GET /medicare/membership?execution=e1s3 HTTP/1.1" 200 4324
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:25:20 +0000] "GET /medicare/membership?execution=e1s3&_eventId_submit HTTP/1.1" 200 3231
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:25:26 +0000] "GET /medicare/membership?execution=e1s3 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:25:26 +0000] "GET /medicare/membership HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:25:26 +0000] "GET /medicare/membership?execution=e2s1 HTTP/1.1" 200 6065
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:25:36 +0000] "GET /medicare/membership?execution=e1s3&_eventId_submit HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:25:36 +0000] "GET /medicare/membership HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Jul/2023:13:25:36 +0000] "GET /medicare/membership?execution=e3s1 HTTP/1.1" 200 6065
